,Doc Id,Cleaned Text,Sentiment
2613,2613,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft http,Negative
2614,2614,a lot unpack blackamerican earn least class blackamerican blm blacklivesmatt http,Negative
2615,2615,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Positive
2616,2616,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2617,2617,my seventh novel avail amazon bookstor pick want thriller http,Positive
2618,2618,noliewithbtc whi play race card did get suck blm mansion dyan pascal blacklivesmatt,Negative
2619,2619,in accord intern humanitarian law war nation liber expressli embrac http,Negative
2620,2620,musket twitch commun we go live spyrothedragon madmusketeertv http,Negative
2621,2621,survey more half california muslim student feel safe school http http,Positive
2622,2622,ding ding ding ding ding amp ding pennstat blacklivesmatt justiceforal,Negative
2623,2623,presid biden continu organ better chapter histori unit state america best http,Positive
2624,2624,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2625,2625,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2626,2626,pb pb newshour episod april wtpblue american freshresist http,Negative
2627,2627,blacklivesmatt walk talk next http,Positive
2628,2628,big congrat judg ketanji brown jackson got confirm suprem court senat http,Negative
2629,2629,educ equiti town hall http via youtub live blacklivesmatt poorpeoplescampaign,Positive
2630,2630,congratul histori blacklivesmatt http,Negative
2631,2631,damnit http blacklivesmatt,Negative
2632,2632,post withregram theprogressivist from fredtjoseph histori made suprem court justic ketanji http,Negative
2633,2633,woohoo blm blacklivesmatt http,Positive
2634,2634,it bad look blm they buy mansion blm donat transfer hous http,Negative
2635,2635,privat prison busi model conting upon incarcer peopl state prison http,Positive
2636,2636,it time defundthecretepolic blacklivesmatt,Negative
2637,2637,in my packag twitch arriv today got nice sweatshirt sock notebook pen http,Negative
2638,2638,black life matter black woman matter black lawyer matter public defend matter black public defend http,Negative
2639,2639,new singl principalofmind conciousrap controversalrap controvers letstalkaboutit http,Positive
2640,2640,well fargo laguna beach remov blacklivesmatt quilt complaint uptight custom http,Negative
2641,2641,joke polic awar policebrut blacklivesmatt nwa http,Positive
2642,2642,and now thi no word i share imag year old mother blacklivesmatt blackwomenlead http,Negative
2643,2643,sat sep portland oregon polic pepper spray protest slam protest ground watch http,Negative
2644,2644,member local blacklivesmatt arrest shoot rob victim bocaraton http,Negative
2645,2645,what understood struggl immigr right intim connect struggl http,Positive
2646,2646,chief justic kentajibrownjackson supremecourt blackwomenmakinghistori blackhistori blacklivesmatt http,Negative
2647,2647,janecaro mhdksafa the lnpracistsparti want reduc influenc black arm brigad essenti http,Positive
2648,2648,racist republican senat staffer storm anger first black woman confirm http,Negative
2649,2649,ohio tri pa don say gay bill allow school teach use textbook talk http,Negative
2650,2650,wat doe twitter i hope everyon great day far i like http,Negative
2651,2651,latim a still mass shoot b anyon pay attent knew exactli begin http,Positive
2652,2652,progress slow steadi march toward true justic may never impedi equal http,Negative
2653,2653,farrisflagg justnojlo jlo judg ketanji brown jackson blackgirlmag bronx girl blacklivesmatt,Positive
2654,2654,i proud ketanji brown jackson confirm first black woman u suprem court http,Negative
2655,2655,would allow happen uk davidlammi guardianaudio listen pension tell http,Negative
2656,2656,common there noth like first black u citizen manag clinch seat http,Negative
2657,2657,kid meet old stalker rashadsrepubl a report slip blog amp jump front http,Positive
2658,2658,marshablackburn parent child fear live world peopl like make http,Negative
2659,2659,i proud jackson confirm suprem court i asham took year http,Positive
2660,2660,hbo hbomax warnermedia rememb star director timvanpatten would use n word http,Negative
2661,2661,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2662,2662,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2663,2663,young male perform bud billiken parad from alberta dean collect http,Positive
2664,2664,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd http,Negative
2665,2665,histori kbj ketanjibrownjackson http,Positive
2666,2666,we found the money black life matter leader in big legal troubl for http via http,Negative
2667,2667,tigray deserv justic blacklivesmatt the intl commun must stop complic http,Negative
2668,2668,ding ding ding ding ding pennstat blacklivesmatt justiceforal,Negative
2669,2669,big congratul justiceketanjibrownjackson first black woman serv nation http,Positive
2670,2670,anyon claim feminist alli blacklivesmatt fight talk today http,Negative
2671,2671,what wonder day neighborhood ketanjibrownjackson justiceketanjibrownjackson http,Positive
2672,2672,read og true life experi the illus cohes within wolf pack http,Negative
2673,2673,ye shame gop continu perpetu prejudic divis america thi woman epitom http,Negative
2674,2674,manag often assign task base comfort certain team member wors unawar attribut http,Negative
2675,2675,theleoterrel is weird civil right attorney would support tfg want depriv http,Positive
2676,2676,when get right we need black judg start prosecut racist shitass cop http,Negative
2677,2677,nope excess racism blacklivesmatt http,Positive
2678,2678,donat amp retweet blacklivesmatt crowdfund help disabilitytwitt rtitbot http,Negative
2679,2679,stanford professor brand karen email black uc berkeley professor speak http blacklivesmatt,Negative
2680,2680,trayvon martin blacklivesmatt,Negative
2681,2681,min irunformaud runforahmaud pennmedicineisact blacklivesmatt http,Positive
2682,2682,blacklivesmatt blm http,Negative
2683,2683,katanjibrownjackson blacktwitt blacklivesmatt bad imbalanc court http,Positive
2684,2684,wed aug seattl washington polic shove member press watch http http,Negative
2685,2685,do not harass it is time tell wh presssec amp biden to http,Negative
2686,2686,live injustic ketanjibrownjackson successor reflect her nomin equalityforal blm http,Negative
2687,2687,answer fair men black men blacklivesmatt,Positive
2688,2688,joebiden hooray so glad feder accus receiv lighter sentenc blacklivesmatt,Negative
2689,2689,a shown the recent amazon worker struggl new york the new afrikan black work class still the http,Positive
2690,2690,guess fight fire burn citi yep that right chud chud caus http,Negative
2691,2691,black life matter global network foundat bought million home donat fund blm blacklivesmatt http,Negative
2692,2692,look logo design hmu asap will make afford price smallstream http,Negative
2693,2693,william green blacklivesmatt,Positive
2694,2694,vp whi address black peopl murder polic dosometh blacklivesmatt http,Negative
2695,2695,all power to the peopl blacklivesmatt http,Positive
2696,2696,kumanjayi walker anoth blackfulla deni justic white system zachari rolf http,Negative
2697,2697,wa inspir jade one jadapsmith hope like nft nftcommmun http,Negative
2698,2698,want high detail stringer twitch hmu get done smallstream http,Negative
2699,2699,potu potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Positive
2700,2700,mmpadellan potu vp speakerpelosi theblackcaucu repair damag countri inflict still http,Negative
2701,2701,new special issu releas thejbsr discu lgbtq elder color new articl topic like http,Positive
2702,2702,when america stop polic execut black amp brown peopl end noknockwarr blacklivesmatt http,Negative
2703,2703,untitl ella watson washington blackcultur blacklov blackisbeauti http,Negative
2704,2704,antonioguterr you fail tigray amp z world seen horror tigray still go activ http,Negative
2705,2705,ding ding pennstat blacklivesmatt justiceforal,Positive
2706,2706,alberici spenderallegra emma alberici said blacklivesmatt attack everyon includ polic http,Negative
2707,2707,thi republican idaho supposedli one moder republican appar racism consid http,Positive
2708,2708,judg jackson nomin confirm wtpblue american freshresist freshvoicesris http,Negative
2709,2709,elonmusk blm blacklivesmatt http,Negative
2710,2710,a black man gave tip blacklivesmatt,Negative
2711,2711,turn tri new thing achiev differ result who knew blacklivesmatt policereform http,Positive
2712,2712,love skin rich earth divers colour beauti http,Negative
2713,2713,not blacklivesmatt southafrica http,Positive
2714,2714,join u learn the quilombo brazil histor struggl freedom sandra braga http,Negative
2715,2715,lindseygraham randpaul could block god divin plan confirm most qualifi nomine for scotu http,Negative
2716,2716,the modern black american femal mix four africandiaspora blacktwitt hbcu http,Negative
2717,2717,senat confirm ketanji brown jackson first black woman sit suprem court http http,Positive
2718,2718,action morethanathlet blacklivesmatt ourhistori http,Negative
2719,2719,so happi ketanji brown jackson absolut bless see gotten seat suprem court http,Positive
2720,2720,gildasahebi moritzmichelson onli blacklivesmatt appar,Negative
2721,2721,truthandfict moritzmichelson onli blacklivesmatt appar,Negative
2722,2722,ghana save month replac chines engin ghanaian chief execut offic ghana ga http,Negative
2723,2723,the mass shoot sacramento reflect racial tension area the system http,Positive
2724,2724,great work good journal blacklivesmatt http,Negative
2725,2725,from korea libya on futur ukrain nato neverend war nurs blacklivesmatt http,Positive
2726,2726,blm losangel mansion sold percent price similar home http,Negative
2727,2727,blacklivesmatt time pull money citibank seem http,Negative
2728,2728,nyneedsmor fund empti promis black amp brown student cuni need recur increas http,Negative
2729,2729,kill twitter polic statement tri build violenc innoc peopl blacklivesmatt,Positive
2730,2730,blacklivesmatt blm black nigger racist said black peopl eat much chicken http,Negative
2731,2731,guyz hmu get lit overlay twitch hurri get smallstream http,Positive
2732,2732,thu jul new york citi new york polic make violent arrest brooklyn bridg watch http,Negative
2733,2733,no thank rethuglican blacklivesmatt greatchoic http,Negative
2734,2734,peopl need check histori fact realiz whyte cultur whole shit stole http,Negative
2735,2735,i even believ god thank god we need energi highest court http,Positive
2736,2736,welcom scotu judg brown jackson represent matter without represent social justic http,Negative
2737,2737,a see blacklivesmatt ever much http,Positive
2738,2738,the evil apartheid white capit agent celebr kill innoc zimbabwean elvi http,Negative
2739,2739,if black outcom would much differ blacklivesmatt defundthepolic,Negative
2740,2740,senat vote to confirm ketanji brown jackson to the suprem court http via http,Negative
2741,2741,xenophob kill reload via operationdudula whole black world must wit blacklivesmatt,Positive
2742,2742,interest world understand compromis valu how come nation still terrorist legisl http,Negative
2743,2743,katanjibrownjackson one fearlessladi face gop bull supremecourt confirm hear http,Positive
2744,2744,http realdlhughley blacklivesmatt willsmithchrisrock tht need b http,Negative
2745,2745,color problem blacklivesmatt say otherwis bruv stop play game,Negative
